timestamp,device_id,task_type,priority,data_size_kb,compute_cost,deadline_ms,edge_cpu_load,network_delay_ms
2026-05-22T15:33:12.037718Z,device_282,image_detection,medium,5120.0,0.45,1500,0.44,6.0
2026-05-22T15:33:14.037718Z,device_283,temperature_report,low,4096.0,0.15,5000,1.0,39.0
2026-05-22T15:33:16.037718Z,device_284,image_detection,high,5120.0,0.75,500,0.75,28.0
2026-05-22T15:33:18.037718Z,device_285,image_detection,medium,6144.0,0.45,1500,0.51,23.0
2026-05-22T15:33:20.037718Z,device_286,temperature_report,medium,8192.0,0.45,1500,0.2,28.0
2026-05-22T15:33:22.037718Z,device_287,image_detection,low,9216.0,0.15,5000,0.23,30.0
2026-05-22T15:33:24.037718Z,device_288,image_detection,high,9216.0,0.75,500,0.63,29.0
2026-05-22T15:33:26.037718Z,device_289,image_detection,low,1024.0,0.15,5000,0.03,13.0
2026-05-22T15:33:28.037718Z,device_290,image_detection,high,1024.0,0.75,500,0.47,30.0
2026-05-22T15:33:30.037718Z,device_291,temperature_report,high,4096.0,0.75,500,0.24,38.0
2026-05-22T15:33:32.037718Z,device_292,image_detection,high,7168.0,0.75,500,0.84,20.0
2026-05-22T15:33:34.037718Z,device_293,temperature_report,high,6144.0,0.75,500,0.38,23.0
2026-05-22T15:33:36.037718Z,device_294,image_detection,high,8192.0,0.75,500,0.27,34.0
2026-05-22T15:33:38.037718Z,device_295,image_detection,medium,10240.0,0.45,1500,0.17,10.0
2026-05-22T15:33:40.037718Z,device_296,image_detection,low,9216.0,0.15,5000,0.49,32.0
2026-05-22T15:33:42.037718Z,device_297,temperature_report,low,7168.0,0.15,5000,0.02,23.0
2026-05-22T15:33:44.037718Z,device_298,temperature_report,low,5120.0,0.15,5000,0.47,46.0
2026-05-22T15:33:46.037718Z,device_299,image_detection,high,1024.0,0.75,500,0.58,41.0
2026-05-22T15:33:48.037718Z,device_300,image_detection,low,6144.0,0.15,5000,0.79,50.0
2026-05-22T15:33:50.037718Z,device_301,temperature_report,low,6144.0,0.15,5000,0.82,16.0
2026-05-22T15:33:52.037718Z,device_302,image_detection,medium,7168.0,0.45,1500,0.72,36.0
2026-05-22T15:33:54.037718Z,device_303,image_detection,high,1024.0,0.75,500,0.64,18.0
2026-05-22T15:33:56.037718Z,device_304,image_detection,medium,10240.0,0.45,1500,0.2,27.0
2026-05-22T15:33:58.037718Z,device_305,image_detection,medium,5120.0,0.45,1500,0.26,50.0
2026-05-22T15:34:00.037718Z,device_306,image_detection,low,1024.0,0.15,5000,0.02,23.0
2026-05-22T15:34:02.037718Z,device_307,image_detection,medium,1024.0,0.45,1500,0.77,45.0
2026-05-22T15:34:04.037718Z,device_308,image_detection,medium,9216.0,0.45,1500,0.03,7.0
2026-05-22T15:34:06.037718Z,device_309,image_detection,high,5120.0,0.75,500,0.42,17.0
2026-05-22T15:34:08.037718Z,device_310,temperature_report,low,10240.0,0.15,5000,0.46,14.0
2026-05-22T15:34:10.037718Z,device_311,image_detection,medium,6144.0,0.45,1500,0.5,34.0
2026-05-22T15:34:12.037718Z,device_312,temperature_report,medium,4096.0,0.45,1500,0.37,41.0
2026-05-22T15:34:14.037718Z,device_313,image_detection,low,7168.0,0.15,5000,0.56,22.0
2026-05-22T15:34:16.037718Z,device_314,temperature_report,medium,6144.0,0.45,1500,0.72,36.0
2026-05-22T15:34:18.037718Z,device_315,temperature_report,low,10240.0,0.15,5000,0.1,30.0
2026-05-22T15:34:20.037718Z,device_316,image_detection,high,4096.0,0.75,500,0.15,49.0
2026-05-22T15:34:22.037718Z,device_317,temperature_report,medium,3072.0,0.45,1500,0.14,21.0
2026-05-22T15:34:24.037718Z,device_318,image_detection,low,10240.0,0.15,5000,0.05,20.0
2026-05-22T15:34:26.037718Z,device_319,temperature_report,low,3072.0,0.15,5000,0.39,40.0
2026-05-22T15:34:28.037718Z,device_320,image_detection,low,10240.0,0.15,5000,0.1,36.0
2026-05-22T15:34:30.037718Z,device_321,image_detection,low,6144.0,0.15,5000,0.79,26.0
2026-05-22T15:34:32.037718Z,device_322,image_detection,high,3072.0,0.75,500,0.33,11.0
2026-05-22T15:34:34.037718Z,device_323,image_detection,low,6144.0,0.15,5000,0.41,14.0
2026-05-22T15:34:36.037718Z,device_324,temperature_report,high,5120.0,0.75,500,0.46,24.0
2026-05-22T15:34:38.037718Z,device_325,image_detection,medium,2048.0,0.45,1500,0.26,27.0
2026-05-22T15:34:40.037718Z,device_326,image_detection,low,10240.0,0.15,5000,0.26,30.0
2026-05-22T15:34:42.037718Z,device_327,temperature_report,medium,4096.0,0.45,1500,0.87,8.0
2026-05-22T15:34:44.037718Z,device_328,temperature_report,medium,5120.0,0.45,1500,0.65,8.0
2026-05-22T15:34:46.037718Z,device_329,image_detection,high,9216.0,0.75,500,0.35,28.0
2026-05-22T15:34:48.037718Z,device_330,image_detection,low,7168.0,0.15,5000,0.16,28.0
2026-05-22T15:34:50.037718Z,device_331,image_detection,medium,10240.0,0.45,1500,0.95,25.0
2026-05-22T15:34:52.037718Z,device_332,image_detection,low,7168.0,0.15,5000,0.37,13.0
2026-05-22T15:34:54.037718Z,device_333,image_detection,high,6144.0,0.75,500,0.86,28.0
2026-05-22T15:34:56.037718Z,device_334,image_detection,high,8192.0,0.75,500,0.14,6.0
2026-05-22T15:34:58.037718Z,device_335,temperature_report,high,4096.0,0.75,500,0.43,5.0
2026-05-22T15:35:00.037718Z,device_336,image_detection,high,9216.0,0.75,500,0.46,16.0
2026-05-22T15:35:02.037718Z,device_337,temperature_report,high,8192.0,0.75,500,0.13,26.0
2026-05-22T15:35:04.037718Z,device_338,image_detection,high,2048.0,0.75,500,0.58,7.0
2026-05-22T15:35:06.037718Z,device_339,temperature_report,low,2048.0,0.15,5000,0.53,5.0
2026-05-22T15:35:08.037718Z,device_340,image_detection,low,6144.0,0.15,5000,0.59,47.0
2026-05-22T15:35:10.037718Z,device_341,image_detection,medium,3072.0,0.45,1500,0.1,40.0
2026-05-22T15:35:12.037718Z,device_342,temperature_report,low,6144.0,0.15,5000,0.33,21.0
2026-05-22T15:35:14.037718Z,device_343,temperature_report,low,3072.0,0.15,5000,0.85,10.0
2026-05-22T15:35:16.037718Z,device_344,image_detection,medium,4096.0,0.45,1500,0.56,7.0
2026-05-22T15:35:18.037718Z,device_345,image_detection,high,9216.0,0.75,500,0.97,46.0
2026-05-22T15:35:20.037718Z,device_346,image_detection,high,8192.0,0.75,500,0.9,22.0
2026-05-22T15:35:22.037718Z,device_347,temperature_report,medium,4096.0,0.45,1500,0.5,27.0
2026-05-22T15:35:24.037718Z,device_348,image_detection,low,1024.0,0.15,5000,0.36,38.0
2026-05-22T15:35:26.037718Z,device_349,image_detection,low,5120.0,0.15,5000,0.78,39.0
2026-05-22T15:35:28.037718Z,device_350,image_detection,low,6144.0,0.15,5000,0.58,5.0
2026-05-22T15:35:30.037718Z,device_351,image_detection,high,9216.0,0.75,500,0.28,46.0
2026-05-22T15:35:32.037718Z,device_352,temperature_report,low,10240.0,0.15,5000,0.14,24.0
2026-05-22T15:35:34.037718Z,device_353,temperature_report,high,6144.0,0.75,500,0.45,28.0
2026-05-22T15:35:36.037718Z,device_354,image_detection,low,7168.0,0.15,5000,0.89,24.0
2026-05-22T15:35:38.037718Z,device_355,image_detection,high,9216.0,0.75,500,0.03,10.0
2026-05-22T15:35:40.037718Z,device_356,image_detection,high,9216.0,0.75,500,0.51,47.0
2026-05-22T15:35:42.037718Z,device_357,image_detection,high,6144.0,0.75,500,0.0,50.0
2026-05-22T15:35:44.037718Z,device_358,image_detection,low,9216.0,0.15,5000,0.0,36.0
2026-05-22T15:35:46.037718Z,device_359,temperature_report,low,3072.0,0.15,5000,0.5,16.0
2026-05-22T15:35:48.037718Z,device_360,image_detection,low,9216.0,0.15,5000,0.11,8.0
2026-05-22T15:35:50.037718Z,device_361,temperature_report,medium,10240.0,0.45,1500,0.97,20.0
2026-05-22T15:35:52.037718Z,device_362,temperature_report,low,4096.0,0.15,5000,0.52,23.0
2026-05-22T15:35:54.037718Z,device_363,image_detection,low,8192.0,0.15,5000,0.09,11.0
2026-05-22T15:35:56.037718Z,device_364,image_detection,high,6144.0,0.75,500,0.26,32.0
2026-05-22T15:35:58.037718Z,device_365,image_detection,medium,5120.0,0.45,1500,0.53,17.0
2026-05-22T15:36:00.037718Z,device_366,temperature_report,high,9216.0,0.75,500,0.21,23.0
2026-05-22T15:36:02.037718Z,device_367,image_detection,high,4096.0,0.75,500,0.37,22.0
2026-05-22T15:36:04.037718Z,device_368,temperature_report,high,5120.0,0.75,500,0.74,8.0
2026-05-22T15:36:06.037718Z,device_369,image_detection,medium,8192.0,0.45,1500,0.37,45.0
2026-05-22T15:36:08.037718Z,device_370,image_detection,high,4096.0,0.75,500,0.38,33.0
2026-05-22T15:36:10.037718Z,device_371,image_detection,high,2048.0,0.75,500,0.45,38.0
2026-05-22T15:36:12.037718Z,device_372,temperature_report,high,8192.0,0.75,500,0.24,12.0
2026-05-22T15:36:14.037718Z,device_373,temperature_report,low,5120.0,0.15,5000,0.11,9.0
2026-05-22T15:36:16.037718Z,device_374,temperature_report,medium,6144.0,0.45,1500,0.78,9.0
2026-05-22T15:36:18.037718Z,device_375,temperature_report,low,7168.0,0.15,5000,0.28,36.0
2026-05-22T15:36:20.037718Z,device_376,image_detection,low,1024.0,0.15,5000,0.07,30.0
2026-05-22T15:36:22.037718Z,device_377,image_detection,low,2048.0,0.15,5000,0.49,47.0
2026-05-22T15:36:24.037718Z,device_378,image_detection,high,7168.0,0.75,500,0.35,50.0
2026-05-22T15:36:26.037718Z,device_379,image_detection,low,8192.0,0.15,5000,0.35,9.0
2026-05-22T15:36:28.037718Z,device_380,temperature_report,high,6144.0,0.75,500,0.28,34.0
2026-05-22T15:36:30.037718Z,device_381,image_detection,medium,6144.0,0.45,1500,0.24,49.0
2026-05-22T15:36:32.037718Z,device_382,temperature_report,high,6144.0,0.75,500,0.21,16.0
2026-05-22T15:36:34.037718Z,device_383,temperature_report,medium,7168.0,0.45,1500,0.23,43.0
2026-05-22T15:36:36.037718Z,device_384,image_detection,medium,9216.0,0.45,1500,0.4,48.0
2026-05-22T15:36:38.037718Z,device_385,image_detection,low,10240.0,0.15,5000,0.86,12.0
2026-05-22T15:36:40.037718Z,device_386,image_detection,low,4096.0,0.15,5000,0.06,38.0
2026-05-22T15:36:42.037718Z,device_387,image_detection,medium,10240.0,0.45,1500,0.96,41.0
2026-05-22T15:36:44.037718Z,device_388,temperature_report,high,9216.0,0.75,500,0.85,23.0
2026-05-22T15:36:46.037718Z,device_389,temperature_report,medium,9216.0,0.45,1500,0.27,20.0
2026-05-22T15:36:48.037718Z,device_390,temperature_report,high,4096.0,0.75,500,0.92,17.0
2026-05-22T15:36:50.037718Z,device_391,image_detection,medium,5120.0,0.45,1500,0.17,38.0
2026-05-22T15:36:52.037718Z,device_392,image_detection,high,5120.0,0.75,500,0.89,8.0
2026-05-22T15:36:54.037718Z,device_393,image_detection,medium,4096.0,0.45,1500,0.95,22.0
2026-05-22T15:36:56.037718Z,device_394,image_detection,high,4096.0,0.75,500,0.61,32.0
2026-05-22T15:36:58.037718Z,device_395,image_detection,low,8192.0,0.15,5000,0.43,36.0
2026-05-22T15:37:00.037718Z,device_396,image_detection,low,7168.0,0.15,5000,0.62,42.0
2026-05-22T15:37:02.037718Z,device_397,temperature_report,medium,6144.0,0.45,1500,0.9,5.0
2026-05-22T15:37:04.037718Z,device_398,image_detection,medium,3072.0,0.45,1500,0.52,17.0
2026-05-22T15:37:06.037718Z,device_399,image_detection,medium,9216.0,0.45,1500,0.89,32.0
2026-05-22T15:37:08.037718Z,device_400,temperature_report,low,6144.0,0.15,5000,0.65,27.0
2026-05-22T15:37:10.037718Z,device_401,image_detection,medium,2048.0,0.45,1500,0.55,48.0
2026-05-22T15:37:12.037718Z,device_402,image_detection,high,1024.0,0.75,500,0.4,34.0
2026-05-22T15:37:14.037718Z,device_403,image_detection,high,5120.0,0.75,500,0.62,6.0
2026-05-22T15:37:16.037718Z,device_404,temperature_report,low,9216.0,0.15,5000,0.31,21.0
2026-05-22T15:37:18.037718Z,device_405,image_detection,high,1024.0,0.75,500,0.44,27.0
2026-05-22T15:37:20.037718Z,device_406,image_detection,low,4096.0,0.15,5000,0.13,14.0
2026-05-22T15:37:22.037718Z,device_407,image_detection,medium,7168.0,0.45,1500,0.86,32.0
2026-05-22T15:37:24.037718Z,device_408,temperature_report,medium,5120.0,0.45,1500,0.17,37.0
2026-05-22T15:37:26.037718Z,device_409,image_detection,medium,1024.0,0.45,1500,0.26,46.0
2026-05-22T15:37:28.037718Z,device_410,temperature_report,high,5120.0,0.75,500,0.9,8.0
2026-05-22T15:37:30.037718Z,device_411,image_detection,medium,4096.0,0.45,1500,0.71,35.0
2026-05-22T15:37:32.037718Z,device_412,image_detection,medium,9216.0,0.45,1500,0.7,44.0
2026-05-22T15:37:34.037718Z,device_413,image_detection,high,7168.0,0.75,500,0.47,27.0
2026-05-22T15:37:36.037718Z,device_414,image_detection,medium,1024.0,0.45,1500,0.96,24.0
2026-05-22T15:37:38.037718Z,device_415,image_detection,medium,5120.0,0.45,1500,0.43,9.0
2026-05-22T15:37:40.037718Z,device_416,image_detection,medium,10240.0,0.45,1500,0.67,39.0
2026-05-22T15:37:42.037718Z,device_417,image_detection,low,9216.0,0.15,5000,0.17,33.0
2026-05-22T15:37:44.037718Z,device_418,image_detection,high,1024.0,0.75,500,0.37,44.0
2026-05-22T15:37:46.037718Z,device_419,image_detection,low,4096.0,0.15,5000,0.21,5.0
2026-05-22T15:37:48.037718Z,device_420,image_detection,high,7168.0,0.75,500,0.5,18.0
2026-05-22T15:37:50.037718Z,device_421,image_detection,medium,3072.0,0.45,1500,0.3,17.0
2026-05-22T15:37:52.037718Z,device_422,image_detection,medium,8192.0,0.45,1500,0.06,17.0
2026-05-22T15:37:54.037718Z,device_423,temperature_report,medium,9216.0,0.45,1500,0.95,30.0
2026-05-22T15:37:56.037718Z,device_424,image_detection,high,10240.0,0.75,500,0.65,13.0
2026-05-22T15:37:58.037718Z,device_425,image_detection,low,5120.0,0.15,5000,0.7,50.0
2026-05-22T15:38:00.037718Z,device_426,temperature_report,low,8192.0,0.15,5000,0.57,47.0
2026-05-22T15:38:02.037718Z,device_427,temperature_report,medium,5120.0,0.45,1500,0.42,43.0
2026-05-22T15:38:04.037718Z,device_428,temperature_report,high,6144.0,0.75,500,0.1,29.0
2026-05-22T15:38:06.037718Z,device_429,image_detection,medium,1024.0,0.45,1500,0.26,48.0
2026-05-22T15:38:08.037718Z,device_430,temperature_report,low,2048.0,0.15,5000,0.13,8.0
2026-05-22T15:38:10.037718Z,device_431,image_detection,medium,6144.0,0.45,1500,0.86,47.0
2026-05-22T15:38:12.037718Z,device_432,image_detection,low,2048.0,0.15,5000,0.32,30.0
2026-05-22T15:38:14.037718Z,device_433,temperature_report,low,4096.0,0.15,5000,0.16,19.0
2026-05-22T15:38:16.037718Z,device_434,image_detection,low,4096.0,0.15,5000,0.31,25.0
2026-05-22T15:38:18.037718Z,device_435,image_detection,medium,7168.0,0.45,1500,0.62,47.0
2026-05-22T15:38:20.037718Z,device_436,temperature_report,low,3072.0,0.15,5000,0.74,9.0
2026-05-22T15:38:22.037718Z,device_437,image_detection,low,2048.0,0.15,5000,0.41,10.0
2026-05-22T15:38:24.037718Z,device_438,image_detection,low,1024.0,0.15,5000,0.72,26.0
2026-05-22T15:38:26.037718Z,device_439,temperature_report,high,3072.0,0.75,500,0.89,39.0
2026-05-22T15:38:28.037718Z,device_440,image_detection,high,8192.0,0.75,500,0.53,17.0
2026-05-22T15:38:30.037718Z,device_441,temperature_report,high,3072.0,0.75,500,0.65,48.0
2026-05-22T15:38:32.037718Z,device_442,image_detection,low,4096.0,0.15,5000,0.54,30.0
2026-05-22T15:38:34.037718Z,device_443,image_detection,medium,5120.0,0.45,1500,0.44,5.0
2026-05-22T15:38:36.037718Z,device_444,temperature_report,high,8192.0,0.75,500,0.74,33.0
2026-05-22T15:38:38.037718Z,device_445,image_detection,low,2048.0,0.15,5000,0.58,42.0
2026-05-22T15:38:40.037718Z,device_446,temperature_report,low,6144.0,0.15,5000,0.39,32.0
2026-05-22T15:38:42.037718Z,device_447,image_detection,low,2048.0,0.15,5000,0.17,10.0
2026-05-22T15:38:44.037718Z,device_448,image_detection,high,2048.0,0.75,500,0.68,22.0
2026-05-22T15:38:46.037718Z,device_449,temperature_report,low,6144.0,0.15,5000,0.84,39.0
2026-05-22T15:38:48.037718Z,device_450,image_detection,high,4096.0,0.75,500,0.71,24.0
2026-05-22T15:38:50.037718Z,device_451,image_detection,low,4096.0,0.15,5000,0.13,14.0
2026-05-22T15:38:52.037718Z,device_452,image_detection,low,6144.0,0.15,5000,0.17,33.0
2026-05-22T15:38:54.037718Z,device_453,image_detection,low,1024.0,0.15,5000,0.2,41.0
2026-05-22T15:38:56.037718Z,device_454,image_detection,medium,3072.0,0.45,1500,0.09,47.0
2026-05-22T15:38:58.037718Z,device_455,image_detection,low,2048.0,0.15,5000,0.92,33.0
2026-05-22T15:39:00.037718Z,device_456,image_detection,low,8192.0,0.15,5000,0.87,17.0
2026-05-22T15:39:02.037718Z,device_457,temperature_report,high,9216.0,0.75,500,0.55,15.0
2026-05-22T15:39:04.037718Z,device_458,temperature_report,low,5120.0,0.15,5000,0.08,50.0
2026-05-22T15:39:06.037718Z,device_459,image_detection,low,7168.0,0.15,5000,0.97,6.0
2026-05-22T15:39:08.037718Z,device_460,temperature_report,high,2048.0,0.75,500,0.39,47.0
2026-05-22T15:39:10.037718Z,device_461,image_detection,medium,10240.0,0.45,1500,0.89,13.0
2026-05-22T15:39:12.037718Z,device_462,image_detection,high,5120.0,0.75,500,0.5,8.0
2026-05-22T15:39:14.037718Z,device_463,image_detection,low,2048.0,0.15,5000,0.56,16.0
2026-05-22T15:39:16.037718Z,device_464,image_detection,high,5120.0,0.75,500,1.0,15.0
2026-05-22T15:39:18.037718Z,device_465,image_detection,medium,7168.0,0.45,1500,0.18,41.0
2026-05-22T15:39:20.037718Z,device_466,image_detection,low,4096.0,0.15,5000,0.15,33.0
2026-05-22T15:39:22.037718Z,device_467,image_detection,high,5120.0,0.75,500,0.12,34.0
2026-05-22T15:39:24.037718Z,device_468,temperature_report,high,2048.0,0.75,500,0.83,17.0
2026-05-22T15:39:26.037718Z,device_469,image_detection,medium,9216.0,0.45,1500,0.71,20.0
2026-05-22T15:39:28.037718Z,device_470,temperature_report,high,7168.0,0.75,500,0.76,37.0
2026-05-22T15:39:30.037718Z,device_471,image_detection,medium,3072.0,0.45,1500,0.87,11.0
2026-05-22T15:39:32.037718Z,device_472,temperature_report,medium,9216.0,0.45,1500,0.19,44.0
2026-05-22T15:39:34.037718Z,device_473,image_detection,low,1024.0,0.15,5000,0.23,20.0
2026-05-22T15:39:36.037718Z,device_474,image_detection,low,10240.0,0.15,5000,0.96,39.0
2026-05-22T15:39:38.037718Z,device_475,image_detection,high,7168.0,0.75,500,0.9,6.0
2026-05-22T15:39:40.037718Z,device_476,image_detection,low,10240.0,0.15,5000,0.16,21.0
2026-05-22T15:39:42.037718Z,device_477,image_detection,medium,7168.0,0.45,1500,0.42,25.0
2026-05-22T15:39:44.037718Z,device_478,image_detection,low,5120.0,0.15,5000,0.65,5.0
2026-05-22T15:39:46.037718Z,device_479,image_detection,low,9216.0,0.15,5000,0.89,45.0
2026-05-22T15:39:48.037718Z,device_480,temperature_report,medium,10240.0,0.45,1500,0.25,28.0
2026-05-22T15:39:50.037718Z,device_481,image_detection,high,5120.0,0.75,500,0.59,44.0
2026-05-22T15:39:52.037718Z,device_482,temperature_report,medium,3072.0,0.45,1500,0.18,7.0
2026-05-22T15:39:54.037718Z,device_483,image_detection,low,7168.0,0.15,5000,0.64,31.0
2026-05-22T15:39:56.037718Z,device_484,temperature_report,low,6144.0,0.15,5000,0.22,24.0
2026-05-22T15:39:58.037718Z,device_485,image_detection,medium,2048.0,0.45,1500,0.74,31.0
2026-05-22T15:40:00.037718Z,device_486,image_detection,low,6144.0,0.15,5000,0.04,28.0
2026-05-22T15:40:02.037718Z,device_487,image_detection,high,9216.0,0.75,500,0.27,6.0
2026-05-22T15:40:04.037718Z,device_488,image_detection,low,9216.0,0.15,5000,0.1,13.0
2026-05-22T15:40:06.037718Z,device_489,image_detection,low,10240.0,0.15,5000,0.39,28.0
2026-05-22T15:40:08.037718Z,device_490,image_detection,high,9216.0,0.75,500,0.27,40.0
2026-05-22T15:40:10.037718Z,device_491,temperature_report,low,8192.0,0.15,5000,0.47,33.0
2026-05-22T15:40:12.037718Z,device_492,image_detection,low,7168.0,0.15,5000,0.07,47.0
2026-05-22T15:40:14.037718Z,device_493,temperature_report,low,5120.0,0.15,5000,0.84,48.0
2026-05-22T15:40:16.037718Z,device_494,image_detection,high,5120.0,0.75,500,0.47,36.0
2026-05-22T15:40:18.037718Z,device_495,image_detection,medium,4096.0,0.45,1500,0.87,25.0
2026-05-22T15:40:20.037718Z,device_496,image_detection,low,10240.0,0.15,5000,0.68,31.0
2026-05-22T15:40:22.037718Z,device_497,temperature_report,low,6144.0,0.15,5000,0.22,26.0
2026-05-22T15:40:24.037718Z,device_498,image_detection,high,9216.0,0.75,500,0.97,5.0
2026-05-22T15:40:26.037718Z,device_499,image_detection,low,7168.0,0.15,5000,0.52,15.0
2026-05-22T15:40:28.037718Z,device_500,temperature_report,low,8192.0,0.15,5000,0.28,49.0
2026-05-22T15:40:30.037718Z,device_501,image_detection,low,4096.0,0.15,5000,0.88,6.0
2026-05-22T15:40:32.037718Z,device_502,temperature_report,low,10240.0,0.15,5000,0.87,50.0
2026-05-22T15:40:34.037718Z,device_503,temperature_report,high,6144.0,0.75,500,0.87,42.0
2026-05-22T15:40:36.037718Z,device_504,image_detection,high,5120.0,0.75,500,0.06,35.0
2026-05-22T15:40:38.037718Z,device_505,image_detection,high,4096.0,0.75,500,0.45,49.0
2026-05-22T15:40:40.037718Z,device_506,temperature_report,high,8192.0,0.75,500,0.83,40.0
2026-05-22T15:40:42.037718Z,device_507,image_detection,low,5120.0,0.15,5000,0.83,11.0
2026-05-22T15:40:44.037718Z,device_508,image_detection,low,4096.0,0.15,5000,0.66,34.0
2026-05-22T15:40:46.037718Z,device_509,temperature_report,low,2048.0,0.15,5000,0.61,37.0
2026-05-22T15:40:48.037718Z,device_510,image_detection,high,3072.0,0.75,500,0.33,42.0
2026-05-22T15:40:50.037718Z,device_511,image_detection,high,9216.0,0.75,500,0.84,7.0
2026-05-22T15:40:52.037718Z,device_512,temperature_report,high,7168.0,0.75,500,0.21,39.0
2026-05-22T15:40:54.037718Z,device_513,temperature_report,high,2048.0,0.75,500,0.64,49.0
2026-05-22T15:40:56.037718Z,device_514,image_detection,high,2048.0,0.75,500,0.41,37.0
2026-05-22T15:40:58.037718Z,device_515,image_detection,medium,9216.0,0.45,1500,0.74,19.0
2026-05-22T15:41:00.037718Z,device_516,temperature_report,medium,8192.0,0.45,1500,0.97,14.0
2026-05-22T15:41:02.037718Z,device_517,temperature_report,medium,2048.0,0.45,1500,0.88,45.0
2026-05-22T15:41:04.037718Z,device_518,image_detection,medium,3072.0,0.45,1500,0.51,29.0
2026-05-22T15:41:06.037718Z,device_519,temperature_report,high,7168.0,0.75,500,0.63,49.0
2026-05-22T15:41:08.037718Z,device_520,image_detection,medium,1024.0,0.45,1500,0.34,19.0
2026-05-22T15:41:10.037718Z,device_521,image_detection,low,1024.0,0.15,5000,0.3,42.0
2026-05-22T15:41:12.037718Z,device_522,image_detection,low,4096.0,0.15,5000,0.16,24.0
2026-05-22T15:41:14.037718Z,device_523,image_detection,medium,2048.0,0.45,1500,0.96,30.0
2026-05-22T15:41:16.037718Z,device_524,image_detection,high,1024.0,0.75,500,0.08,40.0
2026-05-22T15:41:18.037718Z,device_525,temperature_report,low,4096.0,0.15,5000,0.82,34.0
2026-05-22T15:41:20.037718Z,device_526,temperature_report,medium,10240.0,0.45,1500,0.37,18.0
2026-05-22T15:41:22.037718Z,device_527,temperature_report,medium,8192.0,0.45,1500,0.15,11.0
2026-05-22T15:41:24.037718Z,device_528,image_detection,low,1024.0,0.15,5000,0.97,15.0
2026-05-22T15:41:26.037718Z,device_529,temperature_report,low,3072.0,0.15,5000,0.16,38.0
2026-05-22T15:41:28.037718Z,device_530,temperature_report,high,1024.0,0.75,500,0.2,13.0
2026-05-22T15:41:30.037718Z,device_531,image_detection,high,4096.0,0.75,500,0.85,10.0
2026-05-22T15:41:32.037718Z,device_532,image_detection,low,5120.0,0.15,5000,0.34,38.0
2026-05-22T15:41:34.037718Z,device_533,temperature_report,high,3072.0,0.75,500,0.55,33.0
2026-05-22T15:41:36.037718Z,device_534,image_detection,medium,4096.0,0.45,1500,0.0,50.0
2026-05-22T15:41:38.037718Z,device_535,temperature_report,medium,6144.0,0.45,1500,0.22,40.0
2026-05-22T15:41:40.037718Z,device_536,image_detection,high,1024.0,0.75,500,0.85,8.0
2026-05-22T15:41:42.037718Z,device_537,image_detection,high,1024.0,0.75,500,0.79,22.0
2026-05-22T15:41:44.037718Z,device_538,image_detection,high,8192.0,0.75,500,0.88,46.0
2026-05-22T15:41:46.037718Z,device_539,image_detection,high,5120.0,0.75,500,0.16,21.0
2026-05-22T15:41:48.037718Z,device_540,image_detection,medium,7168.0,0.45,1500,0.43,41.0
2026-05-22T15:41:50.037718Z,device_541,temperature_report,medium,3072.0,0.45,1500,0.03,31.0
2026-05-22T15:41:52.037718Z,device_542,image_detection,high,10240.0,0.75,500,0.75,49.0
2026-05-22T15:41:54.037718Z,device_543,temperature_report,high,6144.0,0.75,500,0.64,41.0
2026-05-22T15:41:56.037718Z,device_544,image_detection,medium,6144.0,0.45,1500,0.64,19.0
2026-05-22T15:41:58.037718Z,device_545,image_detection,medium,10240.0,0.45,1500,0.65,12.0
2026-05-22T15:42:00.037718Z,device_546,temperature_report,high,9216.0,0.75,500,0.89,47.0
2026-05-22T15:42:02.037718Z,device_547,image_detection,medium,2048.0,0.45,1500,0.83,19.0
2026-05-22T15:42:04.037718Z,device_548,image_detection,medium,2048.0,0.45,1500,0.3,22.0
2026-05-22T15:42:06.037718Z,device_549,image_detection,medium,7168.0,0.45,1500,0.46,21.0
2026-05-22T15:42:08.037718Z,device_550,image_detection,high,6144.0,0.75,500,0.99,16.0
2026-05-22T15:42:10.037718Z,device_551,image_detection,high,6144.0,0.75,500,0.65,39.0
2026-05-22T15:42:12.037718Z,device_552,image_detection,medium,1024.0,0.45,1500,0.67,37.0
2026-05-22T15:42:14.037718Z,device_553,image_detection,low,10240.0,0.15,5000,0.76,25.0
2026-05-22T15:42:16.037718Z,device_554,temperature_report,medium,7168.0,0.45,1500,0.8,39.0
2026-05-22T15:42:18.037718Z,device_555,temperature_report,low,1024.0,0.15,5000,0.36,39.0
2026-05-22T15:42:20.037718Z,device_556,image_detection,medium,8192.0,0.45,1500,0.17,6.0
2026-05-22T15:42:22.037718Z,device_557,image_detection,high,6144.0,0.75,500,0.42,19.0
2026-05-22T15:42:24.037718Z,device_558,image_detection,high,8192.0,0.75,500,0.55,8.0
2026-05-22T15:42:26.037718Z,device_559,image_detection,high,3072.0,0.75,500,0.84,23.0
2026-05-22T15:42:28.037718Z,device_560,image_detection,high,9216.0,0.75,500,0.54,8.0
2026-05-22T15:42:30.037718Z,device_561,image_detection,high,10240.0,0.75,500,0.02,33.0
2026-05-22T15:42:32.037718Z,device_562,image_detection,low,8192.0,0.15,5000,0.33,44.0
2026-05-22T15:42:34.037718Z,device_563,temperature_report,medium,2048.0,0.45,1500,0.9,22.0
2026-05-22T15:42:36.037718Z,device_564,image_detection,medium,6144.0,0.45,1500,0.67,12.0
